Minutes,TrAmb1,TrAmb2,RH1,TrTTankOut,TrHPWH1WIn,TrHPWH2WIn,TrHPWH1WOut,TrHPWH2WOut,TrHPWH12WIn,TrHPWH12WOut,TrMixCold,TrMixHot,TrMixOut,TrRecircIn,TrRecirc2,TrPath1Out,TrPath2Out,TrPath12Out,PLastApt,FaPath1,FdPath1,CPath1,FaPath2,FdPath2,CPath2,CRecirc,WH1,WH2,FaPath12,FdPath12,FaTotal,FdTotal,CPath12,CTotal,FaHP1In,CHP1In,FaHP2In,CHP2In,FdHP1In,FdHP2In,CHP12In,TcSto1Tank01,TcSto1Tank02,TcSto1Tank03,TcSto1Tank04,TcSto1Tank05,TcSto1Tank06,TcSto1Tank07,TcSto1Tank08,TcSto1Tank09,TcSto1Tank10,TcSto1Tank11,TcSto1Tank12,TcWH1Tank01,TcWH1Tank02,TcWH1Tank03,TcWH1Tank04,TcWH1Tank05,TcWH1Tank06,TcWH1Tank07,TcWH1Tank08,TcWH1Tank09,TcWH1Tank10,TcWH1Tank11,TcWH1Tank12,WHtr,TcSto1Avg,TcWH1Avg,TrHtrIn,TrHtrOut,TrStoIn,TrStoOut,FdFMPStoOut,CFMPStoOut,FdFMSHtrOut,CFMSHtrOut,FdRecirc,FaFMCM,FdFMCM,CFMCM,TrHPSup,TrSto2HP,dt,FdFMRH_Calc,CFMRH_Calc,going_out,coming_in,vol_balance,Total_HW_E_At_Fixture_BTU,Min_Since_Draw,TankdEdt_W,TankdEdt_WApt,TankdEdt_WApt_sansUA,MV_Hot_Frac_TempBased,MV_Hot_Frac_VolBased,stratification_index_Sto1,stratification_index_WH1,Eout_hp1_BTU,Eout_hp2_BTU,dEHtr1,Q_Draw_P2S,Q_Swing_RE,dESto1_kBTU,COP_hp1,COP_hp2
242,68.4957333333333,67.5087166666667,50.2267583333333,,,,,,,,119.471083333333,123.336583333333,120.059166666667,119.8905,119.051,,,,,0,0,0,0,0,0,1.998853,1.2,1.3,0,0,0,2.00456166666666,0,1.998853,0,0,0.00945609916666667,0,0,0,0,140.363333333333,140.05075,139.881166666667,140.066416666667,140.15225,141.442916666667,140.497833333333,140.322166666667,140.447583333333,140.208833333333,137.37925,118.22475,124.184333333333,124.290333333333,124.49125,124.757083333333,124.625083333333,125.059166666667,124.789833333333,124.8115,123.614583333333,117.092083333333,114.823166666667,113.642083333333,0.29825,138.253104166667,122.181708333333,115.50125,124.8985,74.1098916666667,101.522916666667,0,0,0.230948666666667,0.2277111,2.00456166666666,1.74784,1.7285675,1.725989,102.605333333333,70.96615,1,0.27599416666666,0.272864,1.998853,1.9537001,0.0451528999999999,0,146,-1069.43464566602,-133.679330708252,-113.209311177002,0.152136420471866,0.11392088362676,0.239706021560108,0.102336214243005,,,-60.8177225351547,0,0.016961185215,-35.1017357636829,,
243,68.2111916666667,67.513075,50.2715333333333,,,,,,,,119.465083333333,123.26575,119.998166666667,119.903583333333,119.0345,,,,,0,0,0,0,0,0,2.009,1.2,1.3,0,0,0,2.00330333333333,0,2.009,0,0,0.00945318583333333,0,0,0,0,140.426416666667,140.124833333333,139.8865,140.109,140.208833333333,141.500416666667,140.579916666667,140.3985,140.547583333333,140.3555,137.511666666667,118.326,124.191583333333,124.398833333333,124.574416666667,124.860666666667,124.72175,125.2055,124.86825,124.99575,123.32025,117.2115,114.994166666667,113.736166666667,0.297,138.331263888889,122.256569444444,115.402666666667,124.878666666667,74.0803833333333,102.145166666667,0,0,0.194210583333333,0.1922891,2.00330333333333,1.7047175,1.72408416666666,1.725987,102.693333333333,70.946275,1,0.27921916666667,0.283013,2.009,1.9182761,0.0907239,0,147,1307.23500172119,163.404375215149,183.895749314943,0.1402604806176,0.095713837730214,0.239429669415705,0.101556462541588,,,74.3412006943251,0,0.01689009894,77.6169029511795,,
244,67.596075,67.51525,50.0257916666667,,,,,,,,119.472166666667,123.119416666667,119.907416666667,119.849583333333,119.0085,,,,,0,0,0,0,0,0,1.99378,1.2,1.3,0,0,0,1.99699166666666,0,1.99378,0,0,0.00938168583333334,0,0,0,0,140.507583333333,140.194083333333,139.9615,140.1985,140.316583333333,141.621166666667,140.705916666667,140.5225,140.700833333333,140.509,137.6945,118.445166666667,124.414083333333,124.507583333333,124.67075,124.98075,124.840166666667,125.388666666667,124.984333333333,125.154083333333,123.75425,117.38075,115.153083333333,113.826333333333,0.302333333333333,138.448111111111,122.421236111111,115.164416666667,124.838,74.063925,102.237083333333,0,0,0.14932975,0.1518072,1.99699166666666,1.77021666666667,1.76554083333333,1.766838,102.214916666667,70.9274166666667,1,0.23145083333333,0.226942,1.99378,1.9186452,0.0751348000000003,0,148,2875.43194442727,359.428993053409,379.953547773059,0.119336486393861,0.0761403966335303,0.239401909531119,0.101925412278374,,,163.523056667001,0,0.01719340038,116.03571826366,,
245,66.9050916666667,67.5001083333333,50.113475,,,,,,,,119.414,122.900583333333,119.775583333333,119.770416666667,118.933916666667,,,,,0,0,0,0,0,0,1.998853,1.2,1.3,0,0,0,1.9988975,0,1.998853,0,0,0.0093945125,0,0,0,0,140.624916666667,140.27725,140.043,140.300416666667,140.446083333333,141.7755,140.877166666667,140.700083333333,140.920083333333,140.738166666667,137.88375,118.532083333333,124.521083333333,124.6775,124.848416666667,125.19175,125.04725,125.628,125.198083333333,125.369666666667,123.917083333333,117.572583333333,115.361833333333,113.93625,0.3,138.593208333333,122.605791666667,114.852416666667,124.794583333333,74.0519416666667,101.6805,0,0,0.113842908333333,0.11132548,1.9988975,1.80044333333333,1.76623166666667,1.76684,102.450833333333,70.9066833333333,1,0.23266583333333,0.232013,1.998853,1.87816548,0.12068752,0,149,3222.73445323584,402.84180665448,423.412726793369,0.103707067568451,0.0556946808994959,0.240098233821597,0.102135892414557,,,183.273817222666,0,0.017060706,144.089522013674,,
246,66.6454416666667,67.5002083333333,49.7992416666667,,,,,,,,119.338666666667,122.704666666667,119.708583333333,119.672166666667,118.822583333333,,,,,0,0,0,0,0,0,2.003927,1.20333333333333,1.3,0,0,0,2.00327416666666,0,2.003927,0,0,0.00936800416666667,0,0,0,0,140.60475,140.273583333333,140.049916666667,140.306083333333,140.45025,141.781166666667,140.913333333333,140.7505,140.97,140.7965,137.884,118.511166666667,124.559666666667,124.678583333333,124.878416666667,125.196333333333,125.067333333333,125.587083333333,125.21675,125.328333333333,123.171,117.5295,115.314083333333,113.905083333333,0.298416666666667,138.607604166667,122.536013888889,114.722083333333,124.742833333333,74.0069416666667,101.862916666667,0,0,0.134711166666667,0.1366266,2.00327416666666,1.78727083333333,1.7840825,1.782159,102.60075,70.8777833333333,1,0.21919166666666,0.221768,2.003927,1.9187856,0.0851413999999999,0,150,-1218.46913704615,-152.308642130769,-131.733585466032,0.109897999603684,0.0681794296898041,0.240520865597316,0.101710056154481,,,-69.2931711113322,0,0.016970663385,14.2958542714878,,
247,67.1216583333333,67.4977916666667,49.6771083333333,,,,,,,,119.233083333333,122.711916666667,119.724333333333,119.6045,118.762166666667,,,,,0,0,0,0,0,0,2.02422,1.20666666666667,1.3,0,0,0,2.00966333333333,0,2.02422,0,0,0.00931784416666667,0,0,0,0,140.477416666667,140.1945,139.95975,140.20025,140.324666666667,141.650083333333,140.74875,140.602916666667,140.766083333333,140.539083333333,137.599916666667,118.361833333333,124.3505,124.504083333333,124.70925,125.003166666667,124.892916666667,125.31825,125.046083333333,125.110833333333,122.966583333333,117.328416666667,115.044916666667,113.762666666667,0.297583333333333,138.452104166667,122.336472222222,114.724333333333,124.824083333333,73.988175,101.55175,0,0,0.21190325,0.2125302,2.00966333333333,1.69256916666667,1.68576833333334,1.685135,102.802916666667,70.8426,1,0.32389499999999,0.339085,2.02422,1.8976652,0.1265548,0,151,-3484.42398326348,-435.552997907935,-415.022236189185,0.141211134000838,0.104993627174912,0.240447060874247,0.101778523148581,,,-198.155849792,0,0.016923272535,-154.420052499989,,
248,67.8961416666667,67.498125,49.849475,,,,,,,,119.166166666667,122.831583333333,119.7585,119.576833333333,118.750166666667,,,,,0,0,0,0,0,0,1.973488,1.2,1.3,0,0,0,1.98432416666667,0,1.973488,0,0,0.00936869583333333,0,0,0,0,140.356666666667,140.096083333333,139.876916666667,140.081166666667,140.18025,141.502416666667,140.56125,140.408666666667,140.536166666667,140.262666666667,137.27925,118.228416666667,124.189,124.34825,124.550083333333,124.818916666667,124.71025,125.090583333333,124.861833333333,124.906416666667,122.92225,117.124083333333,114.83875,113.647083333333,0.299666666666667,138.280826388889,122.167291666667,114.904833333333,124.864416666667,74.1230166666667,101.995833333333,0,0,0.256809333333333,0.2580726,1.98432416666667,1.65429833333333,1.6353525,1.639179,102.231416666667,70.8109416666667,1,0.34897166666667,0.334309,1.973488,1.8972516,0.0762364,0,152,-2954.254092011,-369.281761501375,-348.800655775424,0.161600545640498,0.130769784260153,0.239993926470847,0.101868932087392,,,-168.005596596672,0,0.01704174966,-170.08825361132,,
249,68.3947,67.50175,50.18295,,,,,,,,119.151,123.06375,119.805083333333,119.580416666667,118.75925,,,,,0,0,0,0,0,0,2.014072,1.20333333333333,1.3,0,0,0,2.009595,0,2.014072,0,0,0.00937080916666666,0,0,0,0,140.27425,140.025666666667,139.8195,140.02325,140.115416666667,141.419583333333,140.47,140.300333333333,140.427416666667,140.152916666667,137.210416666667,118.164,124.25625,124.298666666667,124.49575,124.76075,124.640666666667,125.056,124.800333333333,124.853916666667,122.058583333333,117.036916666667,114.825416666667,113.620166666667,0.29675,138.200229166667,122.058618055556,114.987583333333,124.877583333333,74.1344833333333,102.203583333333,0,0,0.281441416666666,0.2833736,2.009595,1.65569666666666,1.654525,1.649392,102.41925,70.7848083333333,1,0.35507,0.36468,2.014072,1.9327656,0.0813064000000001,0,153,-1897.67351966114,-237.209189957643,-216.752454087658,0.167167167167083,0.140696856914748,0.2398002721862,0.100900540611411,,,-107.918872881835,0,0.016875881685,-80.0374745136929,,
250,68.3186166666667,67.5022666666667,50.2907666666667,,,,,,,,119.161916666667,123.313583333333,119.872916666667,119.621,118.76325,,,,,0,0,0,0,0,0,1.983633,1.20333333333333,1.3,0,0,0,1.98805916666666,0,1.983633,0,0,0.00935457,0,0,0,0,140.331666666667,140.056916666667,139.868583333333,140.070833333333,140.1755,141.469833333333,140.547583333333,140.363,140.526,140.283333333333,137.353583333333,118.24175,124.2435,124.377416666667,124.579833333333,124.857,124.726666666667,125.217166666667,124.896166666667,124.982916666667,121.846583333333,117.13325,114.990083333333,113.685666666667,0.297333333333333,138.274048611111,122.128020833333,115.229833333333,124.879916666667,74.061225,101.879083333333,0,0,0.296635999999999,0.2934941,1.98805916666666,1.67431083333333,1.66349666666666,1.66471,101.86925,70.7649416666667,1,0.3245625,0.318923,1.983633,1.9582041,0.0254289000000001,0,154,1211.92083553583,151.490104441979,171.968050606459,0.171256523484571,0.147957863173279,0.239753229986579,0.100323751898461,,,68.9207754853391,0,0.01690905528,73.3067684023489,,
251,67.7542666666667,67.499075,50.1537166666667,,,,,,,,119.20125,123.423166666667,119.927333333333,119.692666666667,118.822166666667,,,,,0,0,0,0,0,0,2.014073,1.20666666666667,1.3,0,0,0,2.00962583333333,0,2.014073,0,0,0.0092344075,0,0,0,0,140.441666666667,140.114,139.877083333333,140.122916666667,140.252666666667,141.578583333333,140.666333333333,140.489916666667,140.67875,140.467,137.543166666667,118.326666666667,124.261333333333,124.476583333333,124.677583333333,124.97725,124.838416666667,125.3735,125.008166666667,125.102166666667,121.748666666667,117.253583333333,115.146083333333,113.7715,0.30025,138.379895833333,122.219569444445,115.301666666667,124.88175,74.0410916666667,101.945833333333,0,0,0.286491666666666,0.2884339,2.00962583333333,1.62098666666667,1.6391925,1.639177,102.882583333333,70.74935,1,0.37043333333333,0.374896,2.014073,1.9276109,0.0864620999999996,0,155,1598.63441817125,199.829302271406,220.338799040311,0.171979551151634,0.143209258055691,0.240003733855218,0.0998970013906926,,,90.9128060078303,0,0.017074923255,105.112113263664,,
252,67.0472333333333,67.48715,49.9900083333333,,,,,,,,119.256416666667,123.466583333333,119.968166666667,119.731083333333,118.878583333333,,,,,0,0,0,0,0,0,1.998853,1.21666666666667,1.3,0,0,0,2.00581749999999,0,1.998853,0,0,0.00923402833333333,0,0,0,0,140.536833333333,140.200166666667,139.971583333333,140.208833333333,140.351583333333,141.682083333333,140.787833333333,140.615166666667,140.824666666667,140.624666666667,137.671416666667,118.479083333333,124.3745,124.578166666667,124.787166666667,125.103416666667,124.9655,125.517416666667,125.11575,125.22975,121.47075,117.36675,115.27475,113.867416666667,0.297250000000001,138.496159722222,122.304277777778,115.448166666667,124.8885,73.9969,102.152916666667,0,0,0.287779083333334,0.2884339,2.00581749999999,1.67705333333333,1.6544375,1.654497,102.284416666667,70.7299083333333,1,0.35137999999999,0.344356,1.998853,1.9429309,0.0559220999999999,0,156,1479.1885483263,184.898568540788,205.445157002079,0.169055065120174,0.144299705881323,0.239571045354844,0.0994892469183765,,,84.120033958,0,0.0169043161950001,115.45643618066,,
253,66.6236583333333,67.4836416666667,49.768475,,,,,,,,119.294,123.447083333333,119.976416666667,119.759916666667,118.9005,,,,,0,0,0,0,0,0,1.998853,1.20666666666667,1.3,0,0,0,1.99824416666667,0,1.998853,0,0,0.00924771833333333,0,0,0,0,140.537833333333,140.139,140.038666666667,140.254916666667,140.410666666667,141.73825,140.870166666667,140.697916666667,140.921166666667,140.71175,137.722083333333,118.479083333333,124.572083333333,124.6495,124.86725,125.17475,125.031083333333,125.569333333333,125.185833333333,125.289833333333,121.137416666667,117.43275,115.307333333333,113.8995,0.298,138.543458333334,122.343055555556,115.386166666667,124.874583333333,73.9866,101.603916666667,0,0,0.271358666666668,0.2681931,1.99824416666667,1.67734833333334,1.67172833333334,1.669816,102.03275,70.7054333333333,1,0.32651583333333,0.329037,1.998853,1.9380091,0.0608439000000001,0,157,677.142880303,84.642860037875,105.204149582628,0.1643156690813,0.134173498501391,0.240137130905382,0.0994193577611878,,,38.5084661113405,0,0.01694696796,46.9701222578393,,
254,66.9223333333333,67.48835,49.7300416666667,,,,,,,,119.331,123.4085,119.991166666667,119.78575,118.931666666667,,,,,0,0,0,0,0,0,1.99378,1.22333333333333,1.3,0,0,0,1.98938083333333,0,1.99378,0,0,0.00936416333333333,0,0,0,0,140.453916666667,140.145416666667,139.954416666667,140.180833333333,140.321833333333,141.654916666667,140.752,140.599666666667,140.782916666667,140.5345,137.478083333333,118.35625,124.393583333333,124.49175,124.733833333333,125.022083333333,124.909083333333,125.356833333333,125.057166666667,125.101083333333,120.633583333333,117.303083333333,115.095583333333,113.773416666667,0.297416666666667,138.4345625,122.155923611111,115.318416666667,124.854666666667,74.0236166666667,101.94325,0,0,0.25489375,0.2580726,1.98938083333333,1.68298916666666,1.69280083333333,1.695349,101.804,70.6775833333333,1,0.29658,0.298431,1.99378,1.9534216,0.0403584000000001,0,158,-3267.72370979054,-408.465463723817,-387.937045755068,0.161904761904843,0.129438854838548,0.240303939553142,0.0989615228317605,,,-185.832313090829,0,0.016913794365,-108.139551771498,,
255,67.6819583333333,67.4977833333333,49.9699916666667,,,,,,,,119.3545,123.358416666667,120.00275,119.81975,118.943583333333,,,,,0,0,0,0,0,0,2.003927,1.23666666666667,1.3,0,0,0,2.00588000000001,0,2.003927,0,0,0.00934914083333334,0,0,0,0,140.305916666667,140.052666666667,139.799083333333,140.0575,140.170833333333,141.490416666667,140.553416666667,140.400416666667,140.532416666667,140.24025,137.180583333333,118.179583333333,124.078166666667,124.34675,124.547333333333,124.824416666667,124.7105,125.094666666667,124.861333333333,124.858,120.165,117.112083333333,114.84425,113.633833333333,0.299,138.246923611111,121.923027777778,115.451666666667,124.857583333333,74.0402583333333,102.222333333333,0,0,0.247932333333334,0.2479522,2.00588000000001,1.66947083333334,1.66471583333334,1.664711,101.835583333333,70.647725,1,0.34116416666667,0.339216,2.003927,1.9126632,0.0912637999999999,0,159,-4066.85902158924,-508.357377698655,-487.885982942353,0.161903969030312,0.123733149960053,0.240172620338663,0.0983921496834541,,,-231.278371770506,0,0.01700383698,-186.335736805678,,
256,68.33325,67.5109666666667,50.11115,,,,,,,,119.396083333333,123.319666666667,120.004166666667,119.835833333333,118.98625,,,,,0,0,0,0,0,0,1.998853,1.20666666666667,1.3,0,0,0,1.993785,0,1.998853,0,0,0.00930544833333334,0,0,0,0,140.202416666667,139.972333333333,139.75375,139.952916666667,140.04,141.3435,140.396,140.23325,140.343,140.039166666667,136.973583333333,118.087916666667,124.036166666667,124.227,124.437583333333,124.699916666667,124.572666666667,124.959,124.736,124.7235,119.715916666667,116.9965,114.734416666667,113.557833333333,0.297666666666667,138.111486111111,121.783041666667,115.427916666667,124.85125,74.0863083333333,102.55375,0,0,0.237224666666667,0.2378317,1.993785,1.72270000000001,1.72726000000001,1.731094,101.877166666667,70.6214,1,0.26652499999999,0.267759,1.998853,1.9689257,0.0299273,0,160,-2444.45669431514,-305.557086789392,-285.12869574644,0.154981628188663,0.118984087374109,0.239648756408978,0.0978141419735709,,,-139.013907569334,0,0.01692801162,-134.496886562495,,
257,68.4180583333333,67.5078333333333,50.16165,,,,,,,,119.413,123.260666666667,119.998416666667,119.8495,118.986333333333,,,,,0,0,0,0,0,0,2.008999,1.23666666666667,1.3,0,0,0,2.01663583333332,0,2.008999,0,0,0.00937187916666667,0,0,0,0,140.265833333333,139.984416666667,139.72125,139.948833333333,140.062416666667,141.3545,140.411916666667,140.230333333333,140.365333333333,140.088166666667,137.05175,118.143583333333,124.138416666667,124.28775,124.473333333333,124.7425,124.60775,125.058666666667,124.77825,124.777,119.510916666667,117.081166666667,114.846416666667,113.615166666667,1510.78216666666,138.135694444444,121.826444444445,115.40425,124.843666666667,74.004675,102.482,0,0,0.230260249999999,0.2277111,2.01663583333332,1.73064916666667,1.71260333333333,1.705562,102.10325,70.599575,1,0.30403249999999,0.303437,2.008999,1.9332731,0.0757259000000001,0,161,757.905265381464,94.738158172683,115.174460577518,0.152148488261357,0.11334555169017,0.239272252585181,0.0972105353282036,,,43.1013454863306,0,85.9167012518096,24.0402064580095,,
258,68.00285,67.482925,50.3455916666667,,,,,,,,119.418583333333,123.21325,119.96,119.833583333333,118.991416666667,,,,,0,0,0,0,0,0,1.993781,1.23666666666667,1.3,0,0,0,1.99944333333333,0,1.993781,0,0,0.00936494416666666,0,0,0,0,140.323916666667,140.0325,139.82725,140.032583333333,140.15075,141.457416666667,140.52975,140.347333333333,140.518666666667,140.280416666667,137.230083333333,118.25425,124.264916666667,124.411,124.59175,124.873833333333,124.73925,125.25275,124.915,124.985,122.4645,117.252,115.027083333333,113.714333333333,5836.72083333333,138.248743055556,122.207618055556,115.267416666667,124.826,73.9923416666667,101.56575,0,0,0.204264250000001,0.2024096,1.99944333333333,1.73856916666667,1.72533583333334,1.725989,102.29325,70.585625,1,0.27410749999999,0.267792,1.993781,1.9283986,0.0653824000000001,0,162,6656.10593780779,832.013242225973,852.48946272816,0.142678320449827,0.101520477926111,0.239300760490601,0.100588883730236,,,378.526360381829,0,331.92859380525,112.263488507819,,
